clause title,document id,before text,after text,added text
Protection of Customer Data,40745,"SFDC will maintain appropriate administrative, physical, and technical safeguards for protection of the security, confidentiality and integrity of Customer Data, as described in the Documentation. Those safeguards will include, but will not be limited to, measures designed to prevent unauthorized access to or disclosure of Customer Data (other than by Customer or Users). The terms of the data processing addendum at https://www.salesforce.com/company/legal/agreements.jsp (""DPA"") are hereby incorporated by reference and shall apply to the extent Customer Data includes Personal Data, as defined in the DPA. To the extent Personal Data from the European Economic Area (EEA), the United Kingdom and Switzerland are processed by SFDC, its Processor Binding Corporate Rules, the EU-US and/or Swiss-US Privacy Shield, and/or the Standard Contractual Clauses shall apply, as further set forth in the DPA. For the purposes of the Standard Contractual Clauses, Customer and its applicable Affiliates are each the data exporter, and Customer's execution of this Agreement, and an applicable Affiliate's execution of an Order Form, shall be treated as its execution of the Standard Contractual Clauses and appendices. Upon request by Customer made within 30 days after the effective date of termination or expiration of this Agreement, SFDC will make Customer Data available to Customer for export or download as provided in the Documentation. After such 30-day period, SFDC will have no obligation to maintain or provide any Customer Data, and as provided in the Documentation will thereafter delete or destroy all copies of Customer Data in its systems or otherwise in its possession or control, unless legally prohibited. ","SFDC will maintain appropriate administrative, physical, and technical safeguards for protection of the security, confidentiality and integrity of Customer Data, as described in the Documentation, and in accordance with highest industry standards. Those safeguards will include, but will not be limited to, measures to prevent unauthorized access to or disclosure of Customer Data (other than by Customer or Users). The terms of the data processing addendum at https://www.salesforce.com/company/legal/agreements.jsp (""DPA"") are hereby incorporated by reference and shall apply to the extent Customer Data includes Personal Data, as defined in the DPA. To the extent Personal Data from the European Economic Area (EEA), the United Kingdom and Switzerland are processed by SFDC, its Processor Binding Corporate Rules, the EU-US and/or Swiss-US Privacy Shield, and/or the Standard Contractual Clauses shall apply, as further set forth in the DPA. For the purposes of the Standard Contractual Clauses, Customer and its applicable Affiliates are each the data exporter, and Customer's execution of this Agreement, and an applicable Affiliate's execution of an Order Form, shall be treated as its execution of the Standard Contractual Clauses and appendices. Upon request by Customer made within 30 days after the effective date of termination or expiration of this Agreement, SFDC will make Customer Data available to Customer for export or download as provided in the Documentation. After such 30-day period, SFDC will have no obligation to maintain or provide any Customer Data, and as provided in the Documentation will notify Customer and thereafter delete or destroy all copies of Customer Data in its systems or otherwise in its possession or control, unless legally prohibited. ",
Usage Limits,40745,"Services and Content are subject to usage limits specified in Order Forms and Documentation. If Customer exceeds a contractual usage limit, SFDC may work with Customer to seek to reduce Customer’s usage so that it conforms to that limit. If, notwithstanding SFDC’s efforts, Customer is unable or unwilling to abide by a contractual usage limit, Customer will execute an Order Form for additional quantities of the applicable Services or Content promptly upon SFDC’s request, and/or pay any invoice for excess usage in accordance with the “Invoicing and Payment” section below. ","Services and Content are subject to usage limits specified in Order Forms and Documentation. If Customer exceeds a contractual usage limit, SFDC may will work with Customer to seek to reduce Customer’s usage so that it conforms to that limit. If, notwithstanding SFDC’s efforts, Customer is unable or unwilling to abide by a contractual usage limit, Customer will execute an Order Form for additional quantities of the applicable Services or Content promptly upon SFDC’s request, and/or pay any invoice for excess usage in accordance with the “Invoicing and Payment” section below. ",
Usage Restrictions,40745,"Customer will not (a) make any Service or Content available to anyone other than Customer or Users, or use any Service or Content for the benefit of anyone other than Customer or its Affiliates, unless expressly stated otherwise in an Order Form or the Documentation, (b) sell, resell, license, sublicense, distribute, make available, rent or lease any Service or Content, or include any Service or Content in a service bureau or outsourcing offering, (c) use a Service or Non-SFDC Application to store or transmit infringing, libelous, or otherwise unlawful or tortious material, or to store or transmit material in violation of third-party privacy rights, (d) use a Service or Non-SFDC Application to store or transmit Malicious Code, (e) interfere with or disrupt the integrity or performance of any Service or third-party data contained therein, (f) attempt to gain unauthorized access to any Service or Content or its related systems or networks, (g) permit direct or indirect access to or use of any Services or Content in a way that circumvents a contractual usage limit, or use any Services to access or use any of SFDC intellectual property except as permitted under this Agreement, an Order Form, or the Documentation, (h) modify, copy, or create derivative works based on a Service or any part, feature, function or user interface thereof, (i) copy Content except as permitted herein or in an Order Form or the Documentation, (j) frame or mirror any part of any Service or Content, other than framing on Customer's own intranets or otherwise for its own internal business purposes or as permitted in the Documentation, (k) except to the extent permitted by applicable law, disassemble, reverse engineer, or decompile a Service or Content or access it to (1) build a competitive product or service, (2)  build a product or service using similar ideas, features, functions or graphics of the Service, (3) copy any ideas, features, functions or graphics of the Service, or (4) determine whether the Services are within the scope of any patent. ","Customer will not (a) make any Service or Content available to anyone other than Customer or its Affiliates, and their respective Users, or use any Service or Content for the benefit of anyone other than Customer or its Affiliates, unless expressly stated otherwise in an Order Form or the Documentation, (b) sell, resell, license, sublicense, distribute, make available, rent or lease any Service or Content, or include any Service or Content in a service bureau or outsourcing offering, (c) knowingly use a Service or Non-SFDC Application to store or transmit infringing, libelous, or otherwise unlawful or tortious material, or to store or transmit material in violation of third-party privacy rights, (d) knowingly use a Service or Non-SFDC Application to store or transmit Malicious Code, (e) interfere with or disrupt the integrity or performance of any Service or third-party data contained therein, (f) attempt to gain unauthorized access to any Service or Content or its related systems or networks, (g) knowingly permit direct or indirect access to or use of any Services or Content in a way that circumvents a contractual usage limit, or use any Services to access or use any of SFDC intellectual property except as permitted under this Agreement, an Order Form, or the Documentation, (h) modify, copy, or create derivative works based on a Service or any part, feature, function or user interface thereof, (i) copy Content except as permitted herein or in an Order Form or the Documentation, (j) frame or mirror any part of any Service or Content, other than framing on Customer's own intranets or otherwise for its own internal business purposes or as permitted in the Documentation, (k) except to the extent permitted by applicable law, disassemble, reverse engineer, or decompile a Service or Content or access it to (1) build a directly competitive product or service, (2)  build a product or service using substantially similar ideas, features, functions or graphics of the Service, (3) directly copy any ideas, features, functions or graphics of the Service, or (4) determine whether the Services are within the scope of any patent. ",
Invoicing and Payment,40745,"Fees will be invoiced in advance and otherwise in accordance with the relevant Order Form. Unless otherwise stated in the Order Form, fees are due net 30 days from the invoice date . Customer is responsible for providing complete and accurate billing and contact information to SFDC and notifying SFDC of any changes to such information. ","Fees will be invoiced in advance and otherwise in accordance with the relevant Order Form. Unless otherwise stated in the Order Form, fees are due net 60 days from the Customer’s receipt of invoice. Customer is responsible for providing complete and accurate billing and contact information to SFDC and notifying SFDC of any changes to such information. ",
Term of Purchased Subscriptions,40745,"The term of each subscription shall be as specified in the applicable Order Form. Except as otherwise specified in an Order Form, subscriptions will automatically renew for additional periods equal to the expiring subscription term or one year (whichever is shorter), unless either party gives the other written notice (email acceptable) at least 30 days before the end of the relevant subscription term. Except as expressly provided in the applicable Order Form, renewal of promotional or one-time priced subscriptions will be at SFDC’s applicable list price in effect at the time of the applicable renewal. Notwithstanding anything to the contrary, any renewal in which subscription volume or subscription length for any Services has decreased from the prior term will result in re-pricing at renewal without regard to the prior term’s per-unit pricing. ","The term of each subscription shall be as specified in the applicable Order Form. Except as otherwise specified in an Order Form, subscriptions will automatically renew for additional periods equal to the expiring subscription term or one year (whichever is shorter), unless either party gives the other written notice (email acceptable) at least 30 days before the end of the relevant subscription term. Except as expressly provided in the applicable Order Form, renewal of promotional or one-time priced subscriptions will be at SFDC’s applicable list price in effect at the time of the applicable renewal, provided that no pricing increase will not exceed five (5%) over the pricing for the immediately prior subscription term . Notwithstanding anything to the contrary, any renewal in which subscription volume or subscription length for any Services has decreased from the prior term will result in re-pricing at renewal without regard to the prior term’s per-unit pricing. ",
Overdue Charges,40745,"If any invoiced amount is not received by SFDC by the due date, then without limiting SFDC’s rights or remedies, those charges may accrue late interest at the rate of 1.5% of the outstanding balance per month, or the maximum rate permitted by law, whichever is lower. ","If any invoiced amount is not received by SFDC by the due date, then without limiting SFDC’s rights or remedies, those charges may accrue late interest at the rate of 1.0 % of the outstanding balance per month, or the maximum rate permitted by law, whichever is lower. ",
Disclaimers,40742,"EXCEPT AS EXPRESSLY PROVIDED HEREIN, NEITHER PARTY MAKES ANY WARRANTY OF ANY KIND, WHETHER EXPRESS, IMPLIED, STATUTORY OR OTHERWISE, AND EACH PARTY SPECIFICALLY DISCLAIMS ALL IMPLIED WARRANTIES, INCLUDING ANY IMPLIED WARRANTY OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE OR NON-INFRINGEMENT, TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW. CONTENT AND BETA SERVICES ARE PROVIDED “AS IS,” AND AS AVAILABLE EXCLUSIVE OF ANY WARRANTY WHATSOEVER. ","EXCEPT AS EXPRESSLY PROVIDED HEREIN, NEITHER PARTY MAKES ANY WARRANTY OF ANY KIND, WHETHER EXPRESS, IMPLIED, STATUTORY OR OTHERWISE, AND EACH PARTY SPECIFICALLY DISCLAIMS ALL IMPLIED WARRANTIES, INCLUDING ANY IMPLIED WARRANTY OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE OR NON-INFRINGEMENT, TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW. CUSTOMER DATA, CONTENT AND BETA SERVICES ARE PROVIDED “AS IS,” AND AS AVAILABLE EXCLUSIVE OF ANY WARRANTY WHATSOEVER. ",
Notices,40742,"Except as otherwise specified in this Agreement, all notices related to this Agreement will be in writing and will be effective upon (a) personal delivery, (b) the second business day after mailing, or (c) except for notices of termination or an indemnifiable claim (“Legal Notices”), the day of sending by email. Notices to SFDC will be addressed to the attention of Sales Operations, with a copy to SFDC’s General Counsel, at salesforce.com, inc., Salesforce Tower, 415 Mission Street, 3rd Floor, San Francisco, California 94105; legal@salesforce.com; or as updated by SFDC via written notice to Customer. Billing-related notices to Customer will be addressed to the relevant billing contact designated by Customer, and Legal Notices to Customer will be addressed to Customer and be clearly identifiable as Legal Notices. All other notices to Customer will be addressed to the relevant Services system administrator designated by Customer. ","Except as otherwise specified in this Agreement, all notices related to this Agreement will be in writing and will be effective upon (a) personal delivery, (b) the second business day after mailing, or (c) except for notices of termination or an indemnifiable claim (“Legal Notices”), the day of sending by email. Notices to SFDC will be addressed to the attention of Sales Operations, with a copy to SFDC’s General Counsel, at salesforce.com, inc., Salesforce Tower, 415 Mission Street, 3rd Floor, San Francisco, California 94105; legal@salesforce.com; or as updated by SFDC via written notice to Customer. Billing-related notices to Customer will be addressed to the relevant billing contact designated by Customer in the Order Form , and Legal Notices to Customer will be addressed to Customer and be clearly identifiable as Legal Notices. All other notices to Customer will be addressed to the relevant Services system administrator designated by Customer. ",
Integration with Non-SFDC Applications,40742,"The Services may contain features designed to interoperate with Non-SFDC Applications. SFDC cannot guarantee the continued availability of such Service features, and may cease providing them without entitling Customer to any refund, credit, or other compensation, if for example and without limitation, the provider of a Non-SFDC Application ceases to make the Non-SFDC Application available for interoperation with the corresponding Service features in a manner acceptable to SFDC. ","The Services may contain features designed to interoperate with Non-SFDC Applications. SFDC cannot guarantee the continued availability of such Service features, and upon advance written notice (email will suffice) to Customer, may cease providing them without entitling Customer to any refund, credit, or other compensation, if for example and without limitation, the provider of a Non-SFDC Application ceases to make the Non-SFDC Application available for interoperation with the corresponding Service features in a manner acceptable to SFDC. ",
Invoicing and Payment,40742,"Fees will be invoiced in advance and otherwise in accordance with the relevant Order Form. Unless otherwise stated in the Order Form, fees are due net 30 days from the invoice date. Customer is responsible for providing complete and accurate billing and contact information to SFDC and notifying SFDC of any changes to such information. ","Fees will be invoiced in advance and otherwise in accordance with the relevant Order Form. Unless otherwise stated in the Order Form, fees are due net 60 days from the invoice date. Customer is responsible for providing complete and accurate billing and contact information to SFDC and notifying SFDC of any changes to such information. ",
General Availability / Uptime,40742,"SFDC shall make the Covered Services available 99% of the time, except as provided below. Availability will be calculated per calendar quarter, as follows: Where: Availability means consumers of Customer are generally able to process orders via the Covered Services, meaning, as applicable,  accessing the home page, browsing the product catalogue, searching and getting results, adding items to a cart and completing checkout, as determined by a SFDC health monitoring component uniquely associated with the applicable Realm. Failure of some features or functions within the Covered Services does not mean that the Covered Services are not Available if such unavailability does not impact the process necessary for a consumer to complete an order from the Realm. total means the total number of minutes in the calendar quarter; nonexcluded means downtime that is not excluded; excluded means: Any planned downtime of which SFDC gives 24 or more hours’ notice in accordance with the Agreement or via a conspicuous on-screen message in the Covered Services, , not to exceed 24 hours  per calendar quarter. SFDC will use commercially reasonable efforts to schedule all planned downtime during weekday hours from 2:00 a.m. to 7:00 a.m. in the time zone in which the applicable Realm is hosted. Any period of unavailability lasting less than 15 minutes. Any unavailability caused by circumstances beyond SFDC’s reasonable control, including, for example, an act of God, act of government, flood, fire, earthquake, civil unrest, act of terror, strike or other labor problem (other than one involving SFDC employees), Internet service provider failure or delay, Non-SFDC Application, or denial of service attack. For any partial calendar quarter during which Customer subscribes to the Covered Services, availability will be calculated based on the entire calendar quarter, not just the portion for which Customer subscribed. 2. Remedies. Should SFDC fail to make the Covered Services Available as set forth in Section 1 above in a calendar quarter, Customer may continue to use the Covered Services but receive a refund for one full day of subscription fees paid by Customer for each active subscription on the affected Covered Services instance in that quarter, for each full or partial hour of the affected Covered Services’ unavailability below the percentage specified in Section 1 above. In no case shall the total refund for any quarter exceed the lesser of $100,000 or 33% of the subscription fees paid by Customer for the Covered Services for such quarter. Should SFDC fail to make the Covered Services available as set forth in Section 1 above in two consecutive calendar quarters, Customer may, in lieu of receiving the above-described refund for the second quarter, terminate its subscription to the Covered Services by providing notice in accordance with Section 3 below in which case SFDC will refund to Customer any prepaid fees for the remainder of the Covered Services subscription term(s) following the date of termination. The remedies described in this paragraph shall be the sole remedies available to Customer for breach of this SLA. 3. Reporting, Claims and Notices. To claim a remedy under this SLA, Customer shall send SFDC a notice, via email addressed to sla@salesforce.com , containing the following details: Billing information, including company name, billing address, billing contact and billing contact phone number Downtime information with dates and time periods for each instance of downtime during the relevant period An explanation of the claim, including any relevant calculations. ","SFDC shall make the Covered Services available 99.5 % of the time, except as provided below. Availability will be calculated per calendar quarter, as follows: Where: Availability means consumers of Customer are generally able to process orders via the Covered Services, meaning, as applicable,  accessing the home page, browsing the product catalogue, searching and getting results, adding items to a cart and completing checkout, as determined by a SFDC health monitoring component uniquely associated with the applicable Realm. Failure of some features or functions within the Covered Services does not mean that the Covered Services are not Available if such unavailability does not impact the process necessary for a consumer to complete an order from the Realm. total means the total number of minutes in the calendar quarter; nonexcluded means downtime that is not excluded; excluded means: Any planned downtime of which SFDC gives 24 or more hours’ notice in accordance with the Agreement or via a conspicuous on-screen message in the Covered Services, , not to exceed 24 hours  per calendar quarter. SFDC will use commercially reasonable efforts to schedule all planned downtime during weekday hours from 2:00 a.m. to 7:00 a.m. in the time zone in which the applicable Realm is hosted. Any period of unavailability lasting less than 15 minutes. Any unavailability caused by circumstances beyond SFDC’s reasonable control, including, for example, an act of God, act of government, flood, fire, earthquake, civil unrest, act of terror, strike or other labor problem (other than one involving SFDC employees), Internet service provider failure or delay, Non-SFDC Application, or denial of service attack. For any partial calendar quarter during which Customer subscribes to the Covered Services, availability will be calculated based on the entire calendar quarter, not just the portion for which Customer subscribed. 2. Remedies. Should SFDC fail to make the Covered Services Available as set forth in Section 1 above in a calendar quarter, Customer may continue to use the Covered Services but receive a refund for one full day of subscription fees paid by Customer for each active subscription on the affected Covered Services instance in that quarter, for each full or partial hour of the affected Covered Services’ unavailability below the percentage specified in Section 1 above. In no case shall the total refund for any quarter exceed the lesser of $100,000 or 33% of the subscription fees paid by Customer for the Covered Services for such quarter. Should SFDC fail to make the Covered Services available as set forth in Section 1 above in two consecutive calendar quarters, Customer may, in lieu of receiving the above-described refund for the second quarter, terminate its subscription to the Covered Services by providing notice in accordance with Section 3 below in which case SFDC will refund to Customer any prepaid fees for the remainder of the Covered Services subscription term(s) following the date of termination. The remedies described in this paragraph shall be the sole remedies available to Customer for breach of this SLA. 3. Reporting, Claims and Notices. To claim a remedy under this SLA, Customer shall send SFDC a notice, via email addressed to sla@salesforce.com , containing the following details: Billing information, including company name, billing address, billing contact and billing contact phone number Downtime information with dates and time periods for each instance of downtime during the relevant period An explanation of the claim, including any relevant calculations. ",
Termination,40742,"A party may terminate this Agreement for cause (i) upon 30 days written notice to the other party of a material breach if such breach remains uncured at the expiration of such period, or (ii) if the other party becomes the subject of a petition in bankruptcy or any other proceeding relating to insolvency, receivership, liquidation or assignment for the benefit of creditors. ","A party may terminate this Agreement for cause (i) upon 30 days written notice to the other party of a material breach if such breach remains uncured at the expiration of such period, or (ii) if the other party becomes the subject of a petition in bankruptcy or any other proceeding relating to insolvency, receivership, liquidation or assignment for the benefit of creditors. Notwithstanding the foregoing, Customer may immediately terminate this Agreement upon notice if  (a) SFDC breaches the DPA or Section 2.2, (b) SFDC’s breach of Section 7 results in the unauthorized use or disclosure of Customer Data or (c) the damages limitation in Section 10.4 is exhausted. ",
LIMITATION OF LIABILITY,40742,"Limitation of Liability. IN NO EVENT SHALL THE AGGREGATE LIABILITY OF EACH PARTY TOGETHER WITH ALL OF ITS AFFILIATES ARISING OUT OF OR RELATED TO THIS AGREEMENT EXCEED THE TOTAL AMOUNT PAID BY CUSTOMER AND ITS AFFILIATES HEREUNDER FOR THE SERVICES GIVING RISE TO THE LIABILITY IN THE TWELVE MONTHS PRECEDING THE FIRST INCIDENT OUT OF WHICH THE LIABILITY AROSE. THE FOREGOING LIMITATION WILL APPLY WHETHER AN ACTION IS IN CONTRACT OR TORT AND REGARDLESS OF THE THEORY OF LIABILITY, BUT WILL NOT LIMIT CUSTOMER'S AND ITS AFFILIATES’ PAYMENT OBLIGATIONS UNDER THE “FEES AND PAYMENT” SECTION ABOVE. Exclusion of Consequential and Related Damages. IN NO EVENT WILL EITHER PARTY OR ITS AFFILIATES HAVE ANY LIABILITY ARISING OUT OF OR RELATED TO THIS AGREEMENT FOR ANY LOST PROFITS, REVENUES, GOODWILL, OR INDIRECT, SPECIAL, INCIDENTAL, CONSEQUENTIAL, COVER, BUSINESS INTERRUPTION OR PUNITIVE DAMAGES, WHETHER AN ACTION IS IN CONTRACT OR TORT AND REGARDLESS OF THE THEORY OF LIABILITY, EVEN IF A PARTY OR ITS AFFILIATES HAVE BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES OR IF A PARTY’S OR ITS AFFILIATES’ REMEDY OTHERWISE FAILS OF ITS ESSENTIAL PURPOSE. THE FOREGOING DISCLAIMER WILL NOT APPLY TO THE EXTENT PROHIBITED BY LAW. ","Limitation of Liability. SUBJECT TO SECTION 10.4, IN NO EVENT SHALL THE AGGREGATE LIABILITY OF EACH PARTY TOGETHER WITH ALL OF ITS AFFILIATES ARISING OUT OF OR RELATED TO THIS AGREEMENT EXCEED THE TOTAL AMOUNT PAID BY CUSTOMER AND ITS AFFILIATES HEREUNDER FOR THE SERVICES GIVING RISE TO THE LIABILITY IN THE TWELVE MONTHS PRECEDING THE FIRST INCIDENT OUT OF WHICH THE LIABILITY AROSE. THE FOREGOING LIMITATION WILL APPLY WHETHER AN ACTION IS IN CONTRACT OR TORT AND REGARDLESS OF THE THEORY OF LIABILITY, BUT WILL NOT LIMIT CUSTOMER'S AND ITS AFFILIATES’ PAYMENT OBLIGATIONS UNDER THE “FEES AND PAYMENT” SECTION ABOVE. Exclusion of Consequential and Related Damages. SUBJECT TO SECTION 10.3, IN NO EVENT WILL EITHER PARTY OR ITS AFFILIATES HAVE ANY LIABILITY ARISING OUT OF OR RELATED TO THIS AGREEMENT FOR ANY LOST PROFITS, REVENUES, GOODWILL, OR INDIRECT, SPECIAL, INCIDENTAL, CONSEQUENTIAL, COVER, BUSINESS INTERRUPTION OR PUNITIVE DAMAGES, WHETHER AN ACTION IS IN CONTRACT OR TORT AND REGARDLESS OF THE THEORY OF LIABILITY, EVEN IF A PARTY OR ITS AFFILIATES HAVE BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES OR IF A PARTY’S OR ITS AFFILIATES’ REMEDY OTHERWISE FAILS OF ITS ESSENTIAL PURPOSE. THE FOREGOING DISCLAIMER WILL NOT APPLY TO THE EXTENT PROHIBITED BY LAW. The exclusions of liability in Section 10.2 do not apply to damages or liabilities arising (a) under a party’s indemnification obligations set forth in Section 9 (“Mutual Indemnification”), (b) out of a party’s  willful misconduct or gross negligence, (c) out of a party’s breach of Section 2.2 (“Customer Data Protection”) or  Section 7 (“Confidentiality”). The aggregate liability of each party together with all of its Affiliates for (a) its indemnification obligations under Section 9 (“Mutual Indemnification”), (b) its breach of its obligations under the DPA or Section 2.2 (“Customer Data Protection”), or (c) its breach of Section 7 (“Confidentiality”) will not exceed the greater of three (3) times the total amount of fees paid or payable by Customer and its Affiliates under this Agreement in the twelve (12) months preceding the first incident out of which the liability arose or ten million dollars ($10,000,000). ",
Indemnification by SFDC,40742,"SFDC will defend Customer against any claim, demand, suit or proceeding made or brought against Customer by a third party alleging that any Service infringes or misappropriates such third party’s intellectual property rights (a “Claim Against Customer”), and will indemnify Customer from any damages, attorney fees and costs finally awarded against Customer as a result of, or for amounts paid by Customer under a settlement approved by SFDC in writing of, a Claim Against Customer, provided Customer (a) promptly gives SFDC written notice of the Claim Against Customer, (b) gives SFDC sole control of the defense and settlement of the Claim Against Customer (except that SFDC may not settle any Claim Against Customer unless it unconditionally releases Customer of all liability), and (c) gives SFDC all reasonable assistance, at SFDC’s expense. If SFDC receives information about an infringement or misappropriation claim related to a Service, SFDC may in its discretion and at no cost to Customer (i) modify the Services so that they are no longer claimed to infringe or misappropriate, without breaching SFDC’s warranties under “SFDC Warranties” above, (ii) obtain a license for Customer’s continued use of that Service in accordance with this Agreement, or (iii) terminate Customer’s subscriptions for that Service upon 30 days’ written notice and refund Customer any prepaid fees covering the remainder of the term of the terminated subscriptions. The above defense and indemnification obligations do not apply if (1) the allegation does not state with specificity that the Services are the basis of the Claim Against Customer; (2) a Claim Against Customer arises from the use or combination of the Services or any part thereof with software, hardware, data, or processes not provided by SFDC, if the Services or use thereof would not infringe without such combination; (3) a Claim Against Customer arises from Services under an Order Form for which there is no charge; or (4) a Claim Against Customer arises from Content, a Non-SFDC Application or Customer’s breach of this Agreement, the Documentation or applicable Order Forms. ","SFDC will defend Customer against any claim, demand, suit or proceeding made or brought against Customer by a third party (i) alleging that any Service or Customer’s use of any Service in accordance with this Agreement infringes or misappropriates such third party’s intellectual property rights, (ii) based on or arising from SFDC’s gross negligence or intentional misconduct, (iii) based on or arising from SFDC’s breach of Section 7, (iv) based on or arising from SFDC’s breach of its obligations under the DPA, and (v) based on or arising from SFDC’s breach of applicable law, including privacy, security and data protection laws and regulations that apply to the Customer Data processed by SFDC pursuant to this Agreement, in its performance of its obligations under this Agreement (a “Claim Against Customer”), and will indemnify Customer from any damages, attorney fees and costs finally awarded against Customer as a result of, or for amounts paid by Customer under a settlement approved by SFDC in writing of, a Claim Against Customer, provided Customer (a) promptly gives SFDC written notice of the Claim Against Customer, (b) gives SFDC sole control of the defense and settlement of the Claim Against Customer (except that SFDC may not settle any Claim Against Customer unless it unconditionally releases Customer of all liability), and (c) gives SFDC all reasonable assistance, at SFDC’s expense. If SFDC receives information about an infringement or misappropriation claim related to a Service, SFDC may in its discretion and at no cost to Customer, without limiting SFDC’s indemnity obligations set forth in Section 9.1(i), (x) modify the Services so that they are no longer claimed to infringe or misappropriate, without breaching SFDC’s warranties under “SFDC Warranties” above provided such modifications do not materially degrade the Services, (y) obtain a license for Customer’s continued use of that Service in accordance with this Agreement, or (z) terminate Customer’s subscriptions for that Service upon 30 days’ written notice and refund Customer any prepaid fees covering the remainder of the term of the terminated subscriptions. The above defense and indemnification obligations in Section 9.1(i) do not apply if (1) a Claim Against Customer arises from the use or combination of the Services or any part thereof with software, hardware, data, or processes not provided by SFDC (“Infringing Third-Party Elements”), if the Services or use thereof would not infringe without such combination and provided either (aa) the Infringing Third-Party Elements are not required for use of such Services or  (bb) if such Infringing Third-Party Elements are required for use of Services in their intended manner only if the alleged infringement could have been avoided by using reasonably available substitutes for the Infringing Third-Party Elements; (2) a Claim Against Customer arises from Services under an Order Form for which there is no charge; or (3) a Claim Against Customer arises solely from Content, a Non-SFDC Application or Customer’s breach of this Agreement, the Documentation or applicable Order Forms. ",
Exclusive Remedy,40742,"This “Mutual Indemnification” section states the indemnifying party’s sole liability to, and the indemnified party’s exclusive remedy against, the other party for any third party claim described in this section. ","This “Mutual Indemnification” section states the indemnifying party’s sole liability to, and the indemnified party’s exclusive remedy against, the other party for any third party claim described in this section. For clarity, this Section 9.3 shall not be interpreted to limit liability or remedies under the Agreement with respect to a breach of the Agreement that has, as one of its consequences, such a third party claim described in this Section 9. ",
Definition of Confidential Information,40742,"“Confidential Information” means all information disclosed by a party (“Disclosing Party”) to the other party (“Receiving Party”), whether orally or in writing, that is designated as confidential or that reasonably should be understood to be confidential given the nature of the information and the circumstances of disclosure. Confidential Information of Customer includes Customer Data; Confidential Information of SFDC includes the Services and Content; and Confidential Information of each party includes the terms and conditions of this Agreement and all Order Forms (including pricing), as well as business and marketing plans, technology and technical information, product plans and designs, and business processes disclosed by such party. However, Confidential Information does not include any information that (i) is or becomes generally known to the public without breach of any obligation owed to the Disclosing Party, (ii) was known to the Receiving Party prior to its disclosure by the Disclosing Party without breach of any obligation owed to the Disclosing Party, (iii) is received from a third party without breach of any obligation owed to the Disclosing Party, or (iv) was independently developed by the Receiving Party. For the avoidance of doubt, the non-disclosure obligations set forth in this “Confidentiality” section apply to Confidential Information exchanged between the parties in connection with the evaluation of additional SFDC services. ","“Confidential Information” means all information disclosed by a party (“Disclosing Party”) to the other party (“Receiving Party”), whether orally or in writing, that is designated as confidential or that reasonably should be understood to be confidential given the nature of the information and the circumstances of disclosure. Confidential Information of Customer includes Customer Data ; Confidential Information of SFDC includes the Services and Content; and Confidential Information of each party includes the terms and conditions of this Agreement and all Order Forms (including pricing), as well as business and marketing plans, technology and technical information, product plans and designs, and business processes disclosed by such party. However, Confidential Information does not include any information that (i) is or becomes generally known to the public without breach of any obligation owed to the Disclosing Party, (ii) was known to the Receiving Party prior to its disclosure by the Disclosing Party without breach of any obligation owed to the Disclosing Party, (iii) is received from a third party without breach of any obligation owed to the Disclosing Party, or (iv) was independently developed by the Receiving Party. The foregoing exceptions do not apply to Customer Data, which shall remain confidential notwithstanding Section 7.3. For the avoidance of doubt, the non-disclosure obligations set forth in this “Confidentiality” section apply to Confidential Information exchanged between the parties in connection with the evaluation of additional SFDC services. ",
Refund or Payment upon Termination,40742,"If this Agreement is terminated by Customer in accordance with the “Termination” section above, SFDC will refund Customer any prepaid fees covering the remainder of the term of all Order Forms after the effective date of termination. If this Agreement is terminated by SFDC in accordance with the “Termination” section above, Customer will pay any unpaid fees covering the remainder of the term of all Order Forms to the extent permitted by applicable law. In no event will termination relieve Customer of its obligation to pay any fees payable to SFDC for the period prior to the effective date of termination. ","If this Agreement is terminated by Customer in accordance with the “Termination” section above, SFDC will refund Customer any prepaid fees covering the remainder of the term of all Order Forms after the effective date of termination. If this Agreement is terminated by SFDC in accordance with the “Termination” section above, Customer will pay any unpaid fees covering the remainder of the term of all Order Forms to the extent permitted by applicable law. In no event will termination relieve Customer of its obligation to pay any fees payable to SFDC for the period prior to the effective date of termination. Upon expiration or termination of this Agreement, SFDC will use commercially reasonable efforts to help Customer ensure a smooth transition to a new service provider or to Customer. ",
